ID,Commission_Code,Valid_start,Valid_End,Product_Code,Product_Name,INC_Code,Insure_Type,Company_Insure_Type,Categories,Sub_Categories,Sub_Categories2,Main_Rider,minAge,maxAge,minSumAssure,maxSumAssure,maxRAR,minRAR,ComCommission,ComCommission_2,ComCommission_3,ComCommission_4,ComCommission_5,ComCommission_6,ComCommission_7,ComCommission_8,ComCommission_9,ComCommission_10,ComCommission_11Up,AgCommission,AgCommission_2,AgCommission_3,AgCommission_4,AgCommission_5,AgCommission_6,AgCommission_7,AgCommission_8,AgCommission_9,AgCommission_10,AgCommission_11Up,InCommission,InCommission_2,InCommission_3,InCommission_4,InCommission_5,InCommission_6,InCommission_7,InCommission_8,InCommission_9,InCommission_10,InCommission_11Up
359,CMBLA00410001,2000-01-01 00:00:00,9999-01-01 00:00:00,PDBLA0041,สัญญาเพิ่มเติมเฉพาะกาล,BLA,Life,1,ประเภทสามัญ,อนุสัญญา,Rider,Rider,,,,,,,0.1,0.04,0.03,0.03,0.03,0.03,0.02,,,,,0.08,0.028,0.021,0.021,0.021,0.021,0.014,0,0,0,0.014,0.08,0.028,0.021,0.021,0.021,,,,,,
360,CMBLA00420001,2000-01-01 00:00:00,9999-01-01 00:00:00,PDBLA0042,สัญญาเพิ่มเติมเฉพาะกาลผู้ปกครอง,BLA,Life,1,ประเภทสามัญ,อนุสัญญา,Rider,Rider,,,,,,,0.1,0.04,0.03,0.03,0.03,0.03,0.02,,,,,0.08,0.028,0.021,0.021,0.021,0.021,0.014,0,0,0,0.014,0.08,0.028,0.021,0.021,0.021,,,,,,
361,CMBLA0043001,2000-01-01 00:00:00,9999-01-01 00:00:00,PDBLA0043,บีแอลเอ ทุพพลภาพ โพรเทค,BLA,Life,1,ประเภทสามัญ,อนุสัญญา,Rider,Rider,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,CMBLA00440001,2000-01-01 00:00:00,9999-01-01 00:00:00,PDBLA0044,สุขภาพ 2011 และ สุขภาพ 2011 (มีความรับผิดส่วนแรก),BLA,Life,1,ประเภทสามัญ,อนุสัญญา,Rider,Rider,0,5,,,,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1,1,1,0.08,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.7,0.7,0.07,0.08,0.07,0.07,0.07,0.07,,,,,,
363,CMBLA0045001,2000-01-01 00:00:00,9999-01-01 00:00:00,PDBLA0045,ค่ารักษาพยาบาลรายวัน แบบปัญจรักษ์,BLA,Life,1,ประเภทสามัญ,อนุสัญญา,Rider,Rider,,,,,,,0.4,0.25,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.32,0.175,0.07,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.32,0.175,0.07,0.035,0.035,,,,,,
364,CMBLA0046001,2000-01-01 00:00:00,9999-01-01 00:00:00,PDBLA0046,คุ้มครองโรคร้ายแรงและมรณกรรม,BLA,Life,1,ประเภทสามัญ,อนุสัญญา,Rider,Rider,,,,,,,0.4,0.25,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.32,0.175,0.07,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.32,0.175,0.07,0.035,0.035,,,,,,
365,CMBLA0047001,2000-01-01 00:00:00,9999-01-01 00:00:00,PDBLA0047,บีแอลเอ รักษ์สุขภาพ,BLA,Life,1,ประเภทสามัญ,อนุสัญญา,Rider,Rider,,,,,,,0.4,0.25,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.32,0.175,0.07,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.32,0.175,0.07,0.035,0.035,,,,,,
366,CMBLA0048001,2000-01-01 00:00:00,9999-01-01 00:00:00,PDBLA0048,บีแอลเอ เพรสทีจ เฮลธ์,BLA,Life,1,ประเภทสามัญ,อนุสัญญา,Rider,Rider,11,80,,,,,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.08,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.08,0.035,0.035,0.035,0.035,,,,,,
367,CMBLA0049001,2000-01-01 00:00:00,9999-01-01 00:00:00,PDBLA0049,โอพีดี สบายใจ,BLA,Life,1,ประเภทสามัญ,อนุสัญญา,Rider,Rider,1,70,,,,,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.08,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.08,0.035,0.035,0.035,0.035,,,,,,
368,CMBLA00500001,2000-01-01 00:00:00,9999-01-01 00:00:00,PDBLA0050,แวลู เฮลธ์,BLA,Life,1,ประเภทสามัญ,อนุสัญญา,Rider,Rider,11,60,,,,,0.35,0.14,0.0875,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.28,0.098,0.0612,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.28,0.098,0.0612,0.035,0.035,,,,,,
712,CMBLA00510001,2000-01-01 00:00:00,9999-01-01 00:00:00,PDBLA0051,แวลู เฮลธ์ (คิดส์) ไม่มีค่าใช้จ่ายส่วนแรก,BLA,Life,1,ประเภทสามัญ,อนุสัญญา,Rider,Rider,0,5,,,,,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,,,,,,,,,,,,0,0,0,0,0,,,,,,
713,CMBLA00520001,2000-01-01 00:00:00,9999-01-01 00:00:00,PDBLA0052,แวลู เฮลธ์ (คิดส์) มีค่าใช้จ่ายส่วนแรก,BLA,Life,1,ประเภทสามัญ,อนุสัญญา,Rider,Rider,0,5,,,,,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,,,,,,,,,,,,0,0,0,0,0,,,,,,
789,CMBLA0053001,2000-01-01 00:00:00,9999-01-01 00:00:00,PDBLA0053,ประกันชีวิตกลุ่ม (BLA),BLA,Life,1,ประกันกลุ่ม,ประกันกลุ่ม,Group,Main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
790,CMBLA0054001,2000-01-01 00:00:00,9999-01-01 00:00:00,PDBLA0054,บีแอลเอ ประกันพนักงานเปลี่ยนแปลงทุนระหว่าสัญญา,BLA,Life,1,ประเภทสามัญ,อนุสัญญา,Rider,Rider,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
791,CMBLA0055001,2000-01-01 00:00:00,9999-01-01 00:00:00,PDBLA0055,บีแอลเอ ประกันพนักงานเปลี่ยนแปลงทุนแผนสุขภาพ,BLA,Life,1,ประเภทสามัญ,อนุสัญญา,Rider,Rider,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
792,CMBLA0056001,2000-01-01 00:00:00,9999-01-01 00:00:00,PDBLA0056,บีแอลเอ ประกันพนักงานลาออกระหว่างสัญญา,BLA,Life,1,ประเภทสามัญ,อนุสัญญา,Rider,Rider,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
807,CMBLA0057001,2000-01-01 00:00:00,9999-01-01 00:00:00,PDBLA0057,บีแอลเอ เพรสทีจ เฮลธ์ ปลดล็อค (ประเทศไทย),BLA,Life,1,ประเภทสามัญ,อนุสัญญา,Rider,Rider,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
835,CMBLA0058001,2025-07-03 00:00:00,9999-01-01 00:00:00,PDBLA0058,บีแอลเอ แฮปปี้ เฮลธ์ พรีเมียร์,BLA,Life,1,ประเภทสามัญ,ประกันตลอดชีพ,Life,Rider,11,80,,,,,0.25,0.15,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.2,0.12,0.08,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.2,0.12,0.08,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035
97,CMCEN0001001,2000-01-01 00:00:00,9999-01-01 00:00:00,PDCEN0001,พรบ รถมอเตอร์ไซต์ (บริษัทกลาง),CEN,Non-Life,2,การประกันรถโดยข้อบังคับแห่งกฏหมาย,,Motor,Main,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,
703,CMCEN0002001,2000-01-01 00:00:00,9999-01-01 00:00:00,PDCEN0002,พรบ มอเตอร์ไซต์ บริษัทกลาง,CEN,Non-Life,2,การประกันรถโดยข้อบังคับแห่งกฏหมาย,,Motor,Main,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,,,,,,
98,CMCHU0001001,2000-01-01 00:00:00,9999-01-01 00:00:00,PDCHU0001,ประกันรถยนต์ชั้น 1 (CHUBB),CHU,Non-Life,2,การประกันรถโดยความสมัครใจ,,Motor,Main,,,,,,,0.18,,,,,,,,,,,0.12,,,,,,,,,,,0.12,,,,,,,,,,
99,CMCHU0002001,2000-01-01 00:00:00,9999-01-01 00:00:00,PDCHU0002,ประกันรถยนต์ชั้น 1 Eco Package (CHUBB),CHU,Non-Life,2,การประกันรถโดยความสมัครใจ,,Motor,Main,,,,,,,0.12,,,,,,,,,,,0.07,,,,,,,,,,,0.07,,,,,,,,,,
100,CMCHU0003001,2000-01-01 00:00:00,9999-01-01 00:00:00,PDCHU0003,ประกันรถยนต์ชั้น 2 (CHUBB),CHU,Non-Life,2,การประกันรถโดยความสมัครใจ,,Motor,Main,,,,,,,0.18,,,,,,,,,,,0.12,,,,,,,,,,,0.12,,,,,,,,,,
101,CMCHU0004001,2000-01-01 00:00:00,9999-01-01 00:00:00,PDCHU0004,ประกันรถยนต์ชั้น 3 (CHUBB),CHU,Non-Life,2,การประกันรถโดยความสมัครใจ,,Motor,Main,,,,,,,0.18,,,,,,,,,,,0.12,,,,,,,,,,,0.12,,,,,,,,,,
102,CMCHU0005001,2000-01-01 00:00:00,9999-01-01 00:00:00,PDCHU0005,ประกันรถยนต์ชั้น 2+ (CHUBB),CHU,Non-Life,2,การประกันรถโดยความสมัครใจ,,Motor,Main,,,,,,,0.18,,,,,,,,,,,0.12,,,,,,,,,,,0.12,,,,,,,,,,
103,CMCHU0006001,2000-01-01 00:00:00,9999-01-01 00:00:00,PDCHU0006,ประกันรถยนต์ชั้น 2+ Eco Package (CHUBB),CHU,Non-Life,2,การประกันรถโดยความสมัครใจ,,Motor,Main,,,,,,,0.18,,,,,,,,,,,0.12,,,,,,,,,,,0.12,,,,,,,,,,
104,CMCHU0007001,2000-01-01 00:00:00,9999-01-01 00:00:00,PDCHU0007,ประกันรถยนต์ชั้น 3+ (CHUBB),CHU,Non-Life,2,การประกันรถโดยความสมัครใจ,,Motor,Main,,,,,,,0.18,,,,,,,,,,,0.12,,,,,,,,,,,0.12,,,,,,,,,,
105,CMCHU0008001,2000-01-01 00:00:00,9999-01-01 00:00:00,PDCHU0008,ประกันรถยนต์ชั้น 3+ Eco Package (CHUBB),CHU,Non-Life,2,การประกันรถโดยความสมัครใจ,,Motor,Main,,,,,,,0.18,,,,,,,,,,,0.12,,,,,,,,,,,0.12,,,,,,,,,,
106,CMCHU0009001,2000-01-01 00:00:00,9999-01-01 00:00:00,PDCHU0009,พรบ รถยนต์ (CHUBB),CHU,Non-Life,2,การประกันรถโดยข้อบังคับแห่งกฏหมาย,,Motor,Main,,,,,,,0.12,,,,,,,,,,,0.08,,,,,,,,,,,0.08,,,,,,,,,,
107,CMCHU0010001,2000-01-01 00:00:00,9999-01-01 00:00:00,PDCHU0010,ประกันอัคคีภัย (CHUBB),CHU,Non-Life,2,การประกันอัคคีภัย,อัคคีภัย,Non-Motor,Main,,,,,,,0.18,,,,,,,,,,,0.12,,,,,,,,,,,0.12,,,,,,,,,,
108,CMCHU0011001,2000-01-01 00:00:00,9999-01-01 00:00:00,PDCHU0011,ประกันอุบัติเหตุส่วนบุคคล PA (CHUBB),CHU,Non-Life,2,การประกันภัยเบ็ดเตล็ด,ประกันอุบัติเหตุส่วนบุคคล,Non-Motor,Main,,,,,,,0.18,,,,,,,,,,,0.12,,,,,,,,,,,0.12,,,,,,,,,,
109,CMCHU0012001,2000-01-01 00:00:00,9999-01-01 00:00:00,PDCHU0012,ประกันการเดินทาง (CHUBB),CHU,Non-Life,2,การประกันภัยเบ็ดเตล็ด,ประกันการเดินทาง,Non-Motor,Main,,,,,,,0.18,,,,,,,,,,,0.12,,,,,,,,,,,0.12,,,,,,,,,,
110,CMCHU0013001,2000-01-01 00:00:00,9999-01-01 00:00:00,PDCHU0013,ประกันทรัพย์สิน Package SME (CHUBB),CHU,Non-Life,2,การประกันอัคคีภัย,อัคคีภัย,Non-Motor,Main,,,,,,,0.18,,,,,,,,,,,0.12,,,,,,,,,,,0.12,,,,,,,,,,
111,CMCHU0014001,2000-01-01 00:00:00,9999-01-01 00:00:00,PDCHU0014,ประกันความเสี่ยงภัย IAR (CHUBB),CHU,Non-Life,2,การประกันอัคคีภัย,อัคคีภัย,Non-Motor,Main,,,,,,,0.18,,,,,,,,,,,0.12,,,,,,,,,,,0.12,,,,,,,,,,
112,CMCHU0015001,2000-01-01 00:00:00,9999-01-01 00:00:00,PDCHU0015,ประกันจอมอนิเตอร์,CHU,Non-Life,2,การประกันภัยเบ็ดเตล็ด,ประกันอุบัติเหตุส่วนบุคคล,Non-Motor,Main,,,,,,,0.5,,,,,,,,,,,0.08,,,,,,,,,,,0.08,,,,,,,,,,
801,CMCHU0017001,2000-01-01 00:00:00,9999-01-01 00:00:00,PDCHU0017,ประกันภัยความรับผิดผู้ขนส่ง Carrier s Liability (CHUBB),CHU,Non-Life,2,การประกันภัยเบ็ดเตล็ด,ขนส่ง,Non-Motor,Main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
820,CMCHU0018001,2000-01-01 00:00:00,9999-01-01 00:00:00,PDCHU0018,ประกันธุรกิจนำเที่ยวและมัคคุเทศก์ (CHUBB),CHU,Non-Life,2,การประกันภัยเบ็ดเตล็ด,เบ็ดเตล็ด,Non-Motor,Main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
742,CMCHU0039001,2000-01-01 00:00:00,9999-01-01 00:00:00,PDCHU0039,ความรับผิดตามกฏหมายต่อบุคคลภายนอก PL(CHUBB),CHU,Non-Life,2,การประกันอัคคีภัย,อัคคีภัย,Non-Motor,Main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
838,CMCHU0040001,2025-07-25 00:00:00,9999-01-01 00:00:00,PDCHU0040,ประกันภัยทางทะเล Marine  (CHU),CHU,Non-Life,2,การประกันภัยเบ็ดเตล็ด,ขนส่ง,Non-Motor,Main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
862,CMCHU0041001,2025-11-12 00:00:00,9999-01-01 00:00:00,PDCHU0041,ประกันขนส่งสินค้า Carrier (CHU),CHU,Non-Life,2,การประกันภัยเบ็ดเตล็ด,ขนส่ง,Non-Motor,Main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
863,CMCHU0042001,2025-11-18 00:00:00,9999-01-01 00:00:00,PDCHU0042,ประกันภัยการก่อสร้าง CAR [ชับบ์ประกนภัย] (CHU),CHU,Non-Life,2,การประกันภัยเบ็ดเตล็ด,เบ็ดเตล็ด,Non-Motor,Main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
866,CMCHU0043001,2025-12-11 00:00:00,9999-01-01 00:00:00,PDCHU0043,ประกันอุบัติเหตุกลุ่ม PA Group  (CHU),CHU,Non-Life,2,ประกันกลุ่ม,ประกันกลุ่ม,Group,Main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
832,CMERG0001001,2025-06-24 00:00:00,9999-01-01 00:00:00,PDERG0001,ประกันภัยการก่อสร้าง CAR (ERGO),ERG,Non-Life,2,การประกันภัยเบ็ดเตล็ด,เบ็ดเตล็ด,Non-Motor,Main,,,,,,,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
852,CMERG0002001,2025-09-19 00:00:00,9999-01-01 00:00:00,PDERG0002,ประกันรถมอเตอร์ไซต์ชั้น 3 [ERGO],ERG,Non-Life,2,การประกันรถโดยความสมัครใจ,,Motor,Main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
805,CMFAL0001001,2000-01-01 00:00:00,9999-01-01 00:00:00,PDFAL0001,ประกันภัยโดรน (Drone Insurance) (FAL),FAL,Non-Life,2,,,,Main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
846,CMFAL0002001,2025-08-26 00:00:00,9999-01-01 00:00:00,PDFAL0002,ประกันอุบัติเหตุกลุ่ม PA Group (FAL),FAL,Non-Life,2,ประกันกลุ่ม,ประกันกลุ่ม,Group,Main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,CMIND00010001,2000-01-01 00:00:00,9999-01-01 00:00:00,PDIND0001,ประกันรถยนต์ชั้น 1 (IND),IND,Non-Life,2,การประกันรถโดยความสมัครใจ,,Motor,Main,,,,,,,0.18,,,,,,,,,,,0.12,,,,,,,,,,,0.12,,,,,,,,,,
114,CMIND00020001,2000-01-01 00:00:00,9999-01-01 00:00:00,PDIND0002,ประกันรถยนต์ชั้น 2  (IND),IND,Non-Life,2,การประกันรถโดยความสมัครใจ,,Motor,Main,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,
115,CMIND00030001,2000-01-01 00:00:00,9999-01-01 00:00:00,PDIND0003,ประกันรถยนต์ชั้น 3 (IND),IND,Non-Life,2,การประกันรถโดยความสมัครใจ,,Motor,Main,,,,,,,0.18,,,,,,,,,,,0.12,,,,,,,,,,,0.12,,,,,,,,,,
116,CMIND00040001,2000-01-01 00:00:00,9999-01-01 00:00:00,PDIND0004,ประกันรถยนต์ชั้น 2+ (IND),IND,Non-Life,2,การประกันรถโดยความสมัครใจ,,Motor,Main,,,,,,,0.18,,,,,,,,,,,0.12,,,,,,,,,,,0.12,,,,,,,,,,
117,CMIND00050001,2000-01-01 00:00:00,9999-01-01 00:00:00,PDIND0005,ประกันรถยนต์ชั้น 3+ (IND),IND,Non-Life,2,การประกันรถโดยความสมัครใจ,,Motor,Main,,,,,,,0.18,,,,,,,,,,,0.12,,,,,,,,,,,0.12,,,,,,,,,,
118,CMIND00060001,2000-01-01 00:00:00,9999-01-01 00:00:00,PDIND0006,พรบ รถยนต์ (IND),IND,Non-Life,2,การประกันรถโดยข้อบังคับแห่งกฏหมาย,,Motor,Main,,,,,,,0.12,,,,,,,,,,,0.08,,,,,,,,,,,0.08,,,,,,,,,,
810,CMIND0007001,2000-01-01 00:00:00,9999-01-01 00:00:00,PDIND0007,ประกันอุบัติเหตุกลุ่ม (IND),IND,Non-Life,2,การประกันภัยเบ็ดเตล็ด,ประกันกลุ่ม,Non-Motor,Main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
829,CMIND0008001,2025-06-11 00:00:00,9999-01-01 00:00:00,PDIND0008,ประกันภัยการก่อสร้าง CAR (IND),IND,Non-Life,2,การประกันภัยเบ็ดเตล็ด,เบ็ดเตล็ด,Non-Motor,Main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
836,CMIND0009001,2025-07-07 00:00:00,9999-01-01 00:00:00,PDIND0009,ประกันความเสี่ยงภัยทรัพย์สิน IAR (อินทรประกันภัย),IND,Non-Life,2,การประกันอัคคีภัย,อัคคีภัย,Non-Motor,Main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
847,CMIND0010001,2025-08-29 00:00:00,9999-01-01 00:00:00,PDIND0010,ประกันรถจักรยานยนต์ ชั้น 3+ [IND],IND,Non-Life,2,การประกันรถโดยความสมัครใจ,,Motor,Main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
878,CMIND0011001,2026-01-16 00:00:00,9999-01-01 00:00:00,PDIND0011,ประกันภัย คุ้มครองสถานีชาร์จแบตเตอรี่ (IND),IND,Non-Life,2,การประกันภัยเบ็ดเตล็ด,เบ็ดเตล็ด,Non-Motor,Main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
879,CMIND0012001,2026-02-02 00:00:00,9999-01-01 00:00:00,PDIND0012,ประกันอัคคีภัย (IND),IND,Non-Life,2,การประกันอัคคีภัย,อัคคีภัย,Non-Motor,Main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,CMKPI0001001,2000-01-01 00:00:00,9999-01-01 00:00:00,PDKPI0001,ประกันรถยนต์ชั้น 2+ (KPI),KPI,Non-Life,2,การประกันรถโดยความสมัครใจ,,Motor,Main,,,,,,,0.18,,,,,,,,,,,0.12,,,,,,,,,,,0.12,,,,,,,,,,
120,CMKPI0002001,2000-01-01 00:00:00,9999-01-01 00:00:00,PDKPI0002,ประกันรถยนต์ชั้น 1 (KPI),KPI,Non-Life,2,การประกันรถโดยความสมัครใจ,,Motor,Main,,,,,,,0.18,,,,,,,,,,,0.12,,,,,,,,,,,0.12,,,,,,,,,,
121,CMKPI0003001,2000-01-01 00:00:00,9999-01-01 00:00:00,PDKPI0003,พรบ รถยนต์ (KPI),KPI,Non-Life,2,การประกันรถโดยข้อบังคับแห่งกฏหมาย,,Motor,Main,,,,,,,0.05,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,
122,CMKPI0004001,2000-01-01 00:00:00,9999-01-01 00:00:00,PDKPI0004,ประกันรถยนต์ชั้น 3 (KPI),KPI,Non-Life,2,การประกันรถโดยความสมัครใจ,,Motor,Main,,,,,,,0.18,,,,,,,,,,,0.12,,,,,,,,,,,0.12,,,,,,,,,,
123,CMKPI0005001,2000-01-01 00:00:00,9999-01-01 00:00:00,PDKPI0005,ประกันรถยนต์ชั้น 3+ (KPI),KPI,Non-Life,2,การประกันรถโดยความสมัครใจ,,Motor,Main,,,,,,,0.18,,,,,,,,,,,0.12,,,,,,,,,,,0.12,,,,,,,,,,
754,CMKPI0006001,2000-01-01 00:00:00,9999-01-01 00:00:00,PDKPI0006,ประกันอัคคีภัย (KPI),KPI,Non-Life,2,การประกันอัคคีภัย,อัคคีภัย,Non-Motor,Main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
781,CMKPI0007001,2000-01-01 00:00:00,9999-01-01 00:00:00,PDKPI0007,ประกันอุบัติเหตุส่วนบุคคล PA (KPI),KPI,Non-Life,2,การประกันภัยเบ็ดเตล็ด,ประกันอุบัติเหตุส่วนบุคคล,Non-Motor,Main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
785,CMKPI0007001,2000-01-01 00:00:00,9999-01-01 00:00:00,PDKPI0008,ประกันความเสี่ยงภัย IAR (KPI),KPI,Non-Life,2,การประกันอัคคีภัย,อัคคีภัย,Non-Motor,Main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786,CMKPI0007001,2000-01-01 00:00:00,9999-01-01 00:00:00,PDKPI0009,ความรับผิดตามกฏหมายต่อบุคคลภายนอก PL (KPI),KPI,Non-Life,2,การประกันอัคคีภัย,อัคคีภัย,Non-Motor,Main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,CMKPP0001001,2000-01-01 00:00:00,9999-01-01 00:00:00,PDKPP0001,ประกันรถยนต์ชั้น 1 (คุ้มภัย),KPP,Non-Life,2,การประกันรถโดยความสมัครใจ,,Motor,Main,,,,,,,0.18,,,,,,,,,,,0.12,,,,,,,,,,,0.12,,,,,,,,,,
125,CMKPP0002001,2000-01-01 00:00:00,9999-01-01 00:00:00,PDKPP0002,ประกันรถยนต์ชั้น 2 (คุ้มภัย),KPP,Non-Life,2,การประกันรถโดยความสมัครใจ,,Motor,Main,,,,,,,0.18,,,,,,,,,,,0.12,,,,,,,,,,,0.12,,,,,,,,,,
126,CMKPP0003001,2000-01-01 00:00:00,9999-01-01 00:00:00,PDKPP0003,ประกันรถยนต์ชั้น 3 (คุ้มภัย),KPP,Non-Life,2,การประกันรถโดยความสมัครใจ,,Motor,Main,,,,,,,0.18,,,,,,,,,,,0.12,,,,,,,,,,,0.12,,,,,,,,,,
127,CMKPP0004001,2000-01-01 00:00:00,9999-01-01 00:00:00,PDKPP0004,ประกันรถยนต์ชั้น 2+ (คุ้มภัย),KPP,Non-Life,2,การประกันรถโดยความสมัครใจ,,Motor,Main,,,,,,,0.18,,,,,,,,,,,0.12,,,,,,,,,,,0.12,,,,,,,,,,
128,CMKPP0005001,2000-01-01 00:00:00,9999-01-01 00:00:00,PDKPP0005,ประกันรถยนต์ชั้น 3+ (คุ้มภัย),KPP,Non-Life,2,การประกันรถโดยความสมัครใจ,,Motor,Main,,,,,,,0.18,,,,,,,,,,,0.12,,,,,,,,,,,0.12,,,,,,,,,,
129,CMKPP0006001,2000-01-01 00:00:00,9999-01-01 00:00:00,PDKPP0006,พรบ รถยนต์ (คุ้มภัย),KPP,Non-Life,2,การประกันรถโดยข้อบังคับแห่งกฏหมาย,,Motor,Main,,,,,,,0.12,,,,,,,,,,,0.08,,,,,,,,,,,0.08,,,,,,,,,,
130,CMKPP0007001,2000-01-01 00:00:00,9999-01-01 00:00:00,PDKPP0007,ประกันอุบัติเหตุส่วนบุคคล PA (คุ้มภัย),KPP,Non-Life,2,การประกันภัยเบ็ดเตล็ด,ประกันอุบัติเหตุส่วนบุคคล,Non-Motor,Main,,,,,,,0.18,,,,,,,,,,,0.12,,,,,,,,,,,0.12,,,,,,,,,,
131,CMKPP0008001,2000-01-01 00:00:00,9999-01-01 00:00:00,PDKPP0008,ประกันอัคคีภัย (คุ้มภัย),KPP,Non-Life,2,การประกันอัคคีภัย,อัคคีภัย,Non-Motor,Main,,,,,,,0.18,,,,,,,,,,,0.12,,,,,,,,,,,0.12,,,,,,,,,,
132,CMKPP0009001,2000-01-01 00:00:00,9999-01-01 00:00:00,PDKPP0009,ประกันเดินทางกลุ่ม (คุ้มภัย),KPP,Non-Life,2,การประกันภัยเบ็ดเตล็ด,ประกันการเดินทาง,Non-Motor,Main,,,,,,,0.18,,,,,,,,,,,0.12,,,,,,,,,,,0.12,,,,,,,,,,
690,CMKPP0010001,2000-01-01 00:00:00,9999-01-01 00:00:00,PDKPP0010,ประกันก่อสร้าง CAR (คุ้มภัย),KPP,Non-Life,2,การประกันภัยเบ็ดเตล็ด,เบ็ดเตล็ด,Non-Motor,Main,,,,,,,0.18,,,,,,,,,,,0.12,,,,,,,,,,,0.12,0,0,0,0,,,,,,
648,CMKTA0001001,2000-01-01 00:00:00,9999-01-01 00:00:00,PDKTA0001,ประกันกลุ่ม - อุบัติเหตุ (KTAXA),KTA,Life,1,ประกันกลุ่ม,ประกันกลุ่ม,Group,Main,,,,,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.16,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,,0.16,0.14,0.14,0.14,0.14,,,,,,
649,CMKTA0002001,2000-01-01 00:00:00,9999-01-01 00:00:00,PDKTA0002,ประกันกลุ่ม - สุขภาพ (KTAXA),KTA,Life,1,ประกันกลุ่ม,ประกันกลุ่ม,Group,Main,,,,,,,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.12,0.105,0.105,0.105,0.105,0.105,0.105,0.105,0.105,0.105,,0.12,0.105,0.105,0.105,0.105,,,,,,
