ID,Location_Code,province,amphur,district,zip
4354,501911,เชียงใหม่,สารภี,สันทราย,50140
4355,501912,เชียงใหม่,สารภี,ป่าบง,50140
4356,502001,เชียงใหม่,เวียงแหง,เมืองแหง,50350
4357,502002,เชียงใหม่,เวียงแหง,เปียงหลวง,50350
4358,502003,เชียงใหม่,เวียงแหง,แสนไห,50350
4359,502101,เชียงใหม่,ไชยปราการ,ปงตำ,50320
4360,502102,เชียงใหม่,ไชยปราการ,ศรีดงเย็น,50320
4361,502103,เชียงใหม่,ไชยปราการ,แม่ทะลบ,50320
4362,502104,เชียงใหม่,ไชยปราการ,หนองบัว,50320
4363,502201,เชียงใหม่,แม่วาง,บ้านกาด,50360
4364,502202,เชียงใหม่,แม่วาง,ทุ่งปี้,50360
4365,502203,เชียงใหม่,แม่วาง,ทุ่งรวงทอง,50360
4366,502204,เชียงใหม่,แม่วาง,แม่วิน,50360
4367,502205,เชียงใหม่,แม่วาง,ดอนเปา,50360
4368,502301,เชียงใหม่,แม่ออน,ออนเหนือ,50130
4369,502302,เชียงใหม่,แม่ออน,ออนกลาง,50130
4370,502303,เชียงใหม่,แม่ออน,บ้านสหกรณ์,50130
4371,502304,เชียงใหม่,แม่ออน,ห้วยแก้ว,50130
4372,502305,เชียงใหม่,แม่ออน,แม่ทา,50130
4373,502306,เชียงใหม่,แม่ออน,ทาเหนือ,50130
4374,502401,เชียงใหม่,ดอยหล่อ,ดอยหล่อ,50160
4375,502402,เชียงใหม่,ดอยหล่อ,สองแคว,50160
4376,502403,เชียงใหม่,ดอยหล่อ,ยางคราม,50160
4377,502404,เชียงใหม่,ดอยหล่อ,สันติสุข,50160
4378,510101,ลำพูน,เมืองลำพูน,ในเมือง,51000
4379,510102,ลำพูน,เมืองลำพูน,เหมืองง่า,51000
4380,510103,ลำพูน,เมืองลำพูน,อุโมงค์,51150
4381,510104,ลำพูน,เมืองลำพูน,หนองช้างคืน,51150
4382,510105,ลำพูน,เมืองลำพูน,ประตูป่า,51000
4383,510106,ลำพูน,เมืองลำพูน,ริมปิง,51000
4384,510107,ลำพูน,เมืองลำพูน,ต้นธง,51000
4385,510108,ลำพูน,เมืองลำพูน,บ้านแป้น,51000
4386,510109,ลำพูน,เมืองลำพูน,เหมืองจี้,51000
4387,510110,ลำพูน,เมืองลำพูน,ป่าสัก,51000
4388,510111,ลำพูน,เมืองลำพูน,เวียงยอง,51000
4389,510112,ลำพูน,เมืองลำพูน,บ้านกลาง,51000
4390,510113,ลำพูน,เมืองลำพูน,มะเขือแจ้,51000
4391,510116,ลำพูน,เมืองลำพูน,ศรีบัวบาน,51000
4392,510117,ลำพูน,เมืองลำพูน,หนองหนาม,51000
4393,510201,ลำพูน,แม่ทา,ทาปลาดุก,51140
4394,510202,ลำพูน,แม่ทา,ทาสบเส้า,51140
4395,510203,ลำพูน,แม่ทา,ทากาศ,51170
4396,510204,ลำพูน,แม่ทา,ทาขุมเงิน,51170
4397,510205,ลำพูน,แม่ทา,ทาทุ่งหลวง,51170
4398,510206,ลำพูน,แม่ทา,ทาแม่ลอบ,51170
4399,510301,ลำพูน,บ้านโฮ่ง,บ้านโฮ่ง,51130
4400,510302,ลำพูน,บ้านโฮ่ง,ป่าพลู,51130
4401,510303,ลำพูน,บ้านโฮ่ง,เหล่ายาว,51130
4402,510304,ลำพูน,บ้านโฮ่ง,ศรีเตี้ย,51130
4403,510305,ลำพูน,บ้านโฮ่ง,หนองปลาสะวาย,51130
4404,510401,ลำพูน,ลี้,ลี้,51110
4405,510402,ลำพูน,ลี้,แม่ตืน,51110
4406,510403,ลำพูน,ลี้,นาทราย,51110
4407,510404,ลำพูน,ลี้,ดงดำ,51110
4408,510405,ลำพูน,ลี้,ก้อ,51110
4409,510406,ลำพูน,ลี้,แม่ลาน,51110
4410,510408,ลำพูน,ลี้,ป่าไผ่,51110
4411,510409,ลำพูน,ลี้,ศรีวิชัย,51110
4412,510501,ลำพูน,ทุ่งหัวช้าง,ทุ่งหัวช้าง,51160
4413,510502,ลำพูน,ทุ่งหัวช้าง,บ้านปวง,51160
4414,510503,ลำพูน,ทุ่งหัวช้าง,ตะเคียนปม,51160
4415,510601,ลำพูน,ป่าซาง,ปากบ่อง,51120
4416,510602,ลำพูน,ป่าซาง,ป่าซาง,51120
4417,510603,ลำพูน,ป่าซาง,แม่แรง,51120
4418,510604,ลำพูน,ป่าซาง,ม่วงน้อย,51120
4419,510605,ลำพูน,ป่าซาง,บ้านเรือน,51120
4420,510606,ลำพูน,ป่าซาง,มะกอก,51120
4421,510607,ลำพูน,ป่าซาง,ท่าตุ้ม,51120
4422,510608,ลำพูน,ป่าซาง,น้ำดิบ,51120
4423,510611,ลำพูน,ป่าซาง,นครเจดีย์,51120
4424,510701,ลำพูน,บ้านธิ,บ้านธิ,51180
4425,510702,ลำพูน,บ้านธิ,ห้วยยาบ,51180
4426,510801,ลำพูน,เวียงหนองล่อง,หนองล่อง,51120
4427,510802,ลำพูน,เวียงหนองล่อง,หนองยวง,51120
4428,510803,ลำพูน,เวียงหนองล่อง,วังผาง,51120
4429,520101,ลำปาง,เมืองลำปาง,เวียงเหนือ,52000
4430,520102,ลำปาง,เมืองลำปาง,หัวเวียง,52000
4431,520103,ลำปาง,เมืองลำปาง,สวนดอก,52100
4432,520104,ลำปาง,เมืองลำปาง,สบตุ๋ย,52100
4433,520105,ลำปาง,เมืองลำปาง,พระบาท,52000
4434,520106,ลำปาง,เมืองลำปาง,ชมพู,52100
4435,520107,ลำปาง,เมืองลำปาง,กล้วยแพะ,52000
4436,520108,ลำปาง,เมืองลำปาง,ปงแสนทอง,52100
4437,520109,ลำปาง,เมืองลำปาง,บ้านแลง,52000
4438,520110,ลำปาง,เมืองลำปาง,บ้านเสด็จ,52000
4439,520111,ลำปาง,เมืองลำปาง,พิชัย,52000
4440,520112,ลำปาง,เมืองลำปาง,ทุ่งฝาย,52000
4441,520113,ลำปาง,เมืองลำปาง,บ้านเอื้อม,52100
4442,520114,ลำปาง,เมืองลำปาง,บ้านเป้า,52100
4443,520115,ลำปาง,เมืองลำปาง,บ้านค่า,52100
4444,520116,ลำปาง,เมืองลำปาง,บ่อแฮ้ว,52100
4445,520117,ลำปาง,เมืองลำปาง,ต้นธงชัย,52000
4446,520118,ลำปาง,เมืองลำปาง,นิคมพัฒนา,52000
4447,520119,ลำปาง,เมืองลำปาง,บุญนาคพัฒนา,52000
4448,520201,ลำปาง,แม่เมาะ,บ้านดง,52220
4449,520202,ลำปาง,แม่เมาะ,นาสัก,52220
4450,520203,ลำปาง,แม่เมาะ,จางเหนือ,52220
4451,520204,ลำปาง,แม่เมาะ,แม่เมาะ,52220
4452,520205,ลำปาง,แม่เมาะ,สบป้าด,52220
4453,520301,ลำปาง,เกาะคา,ลำปางหลวง,52130
4454,520302,ลำปาง,เกาะคา,นาแก้ว,52130
4455,520303,ลำปาง,เกาะคา,ไหล่หิน,52130
4456,520304,ลำปาง,เกาะคา,วังพร้าว,52130
4457,520305,ลำปาง,เกาะคา,ศาลา,52130
4458,520306,ลำปาง,เกาะคา,เกาะคา,52130
4459,520307,ลำปาง,เกาะคา,นาแส่ง,52130
4460,520308,ลำปาง,เกาะคา,ท่าผา,52130
4461,520309,ลำปาง,เกาะคา,ใหม่พัฒนา,52130
4462,520401,ลำปาง,เสริมงาม,ทุ่งงาม,52210
4463,520402,ลำปาง,เสริมงาม,เสริมขวา,52210
4464,520403,ลำปาง,เสริมงาม,เสริมซ้าย,52210
4465,520404,ลำปาง,เสริมงาม,เสริมกลาง,52210
4466,520501,ลำปาง,งาว,หลวงเหนือ,52110
4467,520502,ลำปาง,งาว,หลวงใต้,52110
4468,520503,ลำปาง,งาว,บ้านโป่ง,52110
4469,520504,ลำปาง,งาว,บ้านร้อง,52110
4470,520505,ลำปาง,งาว,ปงเตา,52110
4471,520506,ลำปาง,งาว,นาแก,52110
4472,520507,ลำปาง,งาว,บ้านอ้อน,52110
4473,520508,ลำปาง,งาว,บ้านแหง,52110
4474,520509,ลำปาง,งาว,บ้านหวด,52110
4475,520510,ลำปาง,งาว,แม่ตีบ,52110
4476,520601,ลำปาง,แจ้ห่ม,แจ้ห่ม,52120
4477,520602,ลำปาง,แจ้ห่ม,บ้านสา,52120
4478,520603,ลำปาง,แจ้ห่ม,ปงดอน,52120
4479,520604,ลำปาง,แจ้ห่ม,แม่สุก,52120
4480,520605,ลำปาง,แจ้ห่ม,เมืองมาย,52120
4481,520606,ลำปาง,แจ้ห่ม,ทุ่งผึ้ง,52120
4482,520607,ลำปาง,แจ้ห่ม,วิเชตนคร,52120
4483,520701,ลำปาง,วังเหนือ,ทุ่งฮั้ว,52140
4484,520702,ลำปาง,วังเหนือ,วังเหนือ,52140
4485,520703,ลำปาง,วังเหนือ,วังใต้,52140
4486,520704,ลำปาง,วังเหนือ,ร่องเคาะ,52140
4487,520705,ลำปาง,วังเหนือ,วังทอง,52140
4488,520706,ลำปาง,วังเหนือ,วังซ้าย,52140
4489,520707,ลำปาง,วังเหนือ,วังแก้ว,52140
4490,520708,ลำปาง,วังเหนือ,วังทรายคำ,52140
4491,520801,ลำปาง,เถิน,ล้อมแรด,52160
4492,520802,ลำปาง,เถิน,แม่วะ,52230
4493,520803,ลำปาง,เถิน,แม่ปะ,52160
4494,520804,ลำปาง,เถิน,แม่มอก,52160
4495,520805,ลำปาง,เถิน,เวียงมอก,52160
4496,520806,ลำปาง,เถิน,นาโป่ง,52160
4497,520807,ลำปาง,เถิน,แม่ถอด,52160
4498,520808,ลำปาง,เถิน,เถินบุรี,52160
4499,520901,ลำปาง,แม่พริก,แม่พริก,52180
4500,520902,ลำปาง,แม่พริก,ผาปัง,52180
4501,520903,ลำปาง,แม่พริก,แม่ปุ,52180
4502,520904,ลำปาง,แม่พริก,พระบาทวังตวง,52180
4503,521001,ลำปาง,แม่ทะ,แม่ทะ,52150
4504,521002,ลำปาง,แม่ทะ,นาครัว,52150
4505,521003,ลำปาง,แม่ทะ,ป่าตัน,52150
4506,521004,ลำปาง,แม่ทะ,บ้านกิ่ว,52150
4507,521005,ลำปาง,แม่ทะ,บ้านบอม,52150
4508,521006,ลำปาง,แม่ทะ,น้ำโจ้,52150
4509,521007,ลำปาง,แม่ทะ,ดอนไฟ,52150
4510,521008,ลำปาง,แม่ทะ,หัวเสือ,52150
4511,521010,ลำปาง,แม่ทะ,วังเงิน,52150
4512,521011,ลำปาง,แม่ทะ,สันดอนแก้ว,52150
4513,521101,ลำปาง,สบปราบ,สบปราบ,52170
4514,521102,ลำปาง,สบปราบ,สมัย,52170
4515,521103,ลำปาง,สบปราบ,แม่กัวะ,52170
4516,521104,ลำปาง,สบปราบ,นายาง,52170
4517,521201,ลำปาง,ห้างฉัตร,ห้างฉัตร,52190
4518,521202,ลำปาง,ห้างฉัตร,หนองหล่ม,52190
4519,521203,ลำปาง,ห้างฉัตร,เมืองยาว,52190
4520,521204,ลำปาง,ห้างฉัตร,ปงยางคก,52190
4521,521205,ลำปาง,ห้างฉัตร,เวียงตาล,52190
4522,521206,ลำปาง,ห้างฉัตร,แม่สัน,52190
4523,521207,ลำปาง,ห้างฉัตร,วอแก้ว,52190
4524,521301,ลำปาง,เมืองปาน,เมืองปาน,52240
4525,521302,ลำปาง,เมืองปาน,บ้านขอ,52240
4526,521303,ลำปาง,เมืองปาน,ทุ่งกว๋าว,52240
4527,521304,ลำปาง,เมืองปาน,แจ้ซ้อน,52240
4528,521305,ลำปาง,เมืองปาน,หัวเมือง,52240
4529,530101,อุตรดิตถ์,เมืองอุตรดิตถ์,ท่าอิฐ,53000
4530,530102,อุตรดิตถ์,เมืองอุตรดิตถ์,ท่าเสา,53000
4531,530103,อุตรดิตถ์,เมืองอุตรดิตถ์,บ้านเกาะ,53000
4532,530104,อุตรดิตถ์,เมืองอุตรดิตถ์,ป่าเซ่า,53000
4533,530105,อุตรดิตถ์,เมืองอุตรดิตถ์,คุ้งตะเภา,53000
4534,530106,อุตรดิตถ์,เมืองอุตรดิตถ์,วังกะพี้,53170
4535,530107,อุตรดิตถ์,เมืองอุตรดิตถ์,หาดกรวด,53000
4536,530108,อุตรดิตถ์,เมืองอุตรดิตถ์,น้ำริด,53000
4537,530109,อุตรดิตถ์,เมืองอุตรดิตถ์,งิ้วงาม,53000
4538,530110,อุตรดิตถ์,เมืองอุตรดิตถ์,บ้านด่านนาขาม,53000
4539,530111,อุตรดิตถ์,เมืองอุตรดิตถ์,บ้านด่าน,53000
4540,530112,อุตรดิตถ์,เมืองอุตรดิตถ์,ผาจุก,53000
4541,530113,อุตรดิตถ์,เมืองอุตรดิตถ์,วังดิน,53000
4542,530114,อุตรดิตถ์,เมืองอุตรดิตถ์,แสนตอ,53000
4543,530115,อุตรดิตถ์,เมืองอุตรดิตถ์,หาดงิ้ว,53000
4544,530116,อุตรดิตถ์,เมืองอุตรดิตถ์,ขุนฝาง,53000
4545,530117,อุตรดิตถ์,เมืองอุตรดิตถ์,ถ้ำฉลอง,53000
4546,530201,อุตรดิตถ์,ตรอน,วังแดง,53140
4547,530202,อุตรดิตถ์,ตรอน,บ้านแก่ง,53140
4548,530203,อุตรดิตถ์,ตรอน,หาดสองแคว,53140
4549,530204,อุตรดิตถ์,ตรอน,น้ำอ่าง,53140
4550,530205,อุตรดิตถ์,ตรอน,ข่อยสูง,53140
4551,530301,อุตรดิตถ์,ท่าปลา,ท่าปลา,53150
4552,530302,อุตรดิตถ์,ท่าปลา,หาดล้า,53150
4553,530303,อุตรดิตถ์,ท่าปลา,ผาเลือด,53190
4554,530304,อุตรดิตถ์,ท่าปลา,จริม,53150
4555,530305,อุตรดิตถ์,ท่าปลา,น้ำหมัน,53150
4556,530306,อุตรดิตถ์,ท่าปลา,ท่าแฝก,53110
4557,530307,อุตรดิตถ์,ท่าปลา,นางพญา,53150
4558,530308,อุตรดิตถ์,ท่าปลา,ร่วมจิต,53190
4559,530401,อุตรดิตถ์,น้ำปาด,แสนตอ,53110
4560,530402,อุตรดิตถ์,น้ำปาด,บ้านฝาย,53110
4561,530403,อุตรดิตถ์,น้ำปาด,เด่นเหล็ก,53110
4562,530404,อุตรดิตถ์,น้ำปาด,น้ำไคร้,53110
4563,530405,อุตรดิตถ์,น้ำปาด,น้ำไผ่,53110
4564,530406,อุตรดิตถ์,น้ำปาด,ห้วยมุ่น,53110
4565,530501,อุตรดิตถ์,ฟากท่า,ฟากท่า,53160
4566,530502,อุตรดิตถ์,ฟากท่า,สองคอน,53160
4567,530503,อุตรดิตถ์,ฟากท่า,บ้านเสี้ยว,53160
4568,530504,อุตรดิตถ์,ฟากท่า,สองห้อง,53160
4569,530601,อุตรดิตถ์,บ้านโคก,ม่วงเจ็ดต้น,53180
4570,530602,อุตรดิตถ์,บ้านโคก,บ้านโคก,53180
4571,530603,อุตรดิตถ์,บ้านโคก,นาขุม,53180
4572,530604,อุตรดิตถ์,บ้านโคก,บ่อเบี้ย,53180
4573,530701,อุตรดิตถ์,พิชัย,ในเมือง,53120
4574,530702,อุตรดิตถ์,พิชัย,บ้านดารา,53220
4575,530703,อุตรดิตถ์,พิชัย,ไร่อ้อย,53120
4576,530704,อุตรดิตถ์,พิชัย,ท่าสัก,53220
4577,530705,อุตรดิตถ์,พิชัย,คอรุม,53120
4578,530706,อุตรดิตถ์,พิชัย,บ้านหม้อ,53120
4579,530707,อุตรดิตถ์,พิชัย,ท่ามะเฟือง,53120
4580,530708,อุตรดิตถ์,พิชัย,บ้านโคน,53120
4581,530709,อุตรดิตถ์,พิชัย,พญาแมน,53120
4582,530710,อุตรดิตถ์,พิชัย,นาอิน,53120
4583,530711,อุตรดิตถ์,พิชัย,นายาง,53120
4584,530801,อุตรดิตถ์,ลับแล,ศรีพนมมาศ,53130
4585,530802,อุตรดิตถ์,ลับแล,แม่พูล,53130
4586,530803,อุตรดิตถ์,ลับแล,นานกกก,53130
4587,530804,อุตรดิตถ์,ลับแล,ฝายหลวง,53130
4588,530805,อุตรดิตถ์,ลับแล,ชัยจุมพล,53130
4589,530806,อุตรดิตถ์,ลับแล,ไผ่ล้อม,53210
4590,530807,อุตรดิตถ์,ลับแล,ทุ่งยั้ง,53210
4591,530808,อุตรดิตถ์,ลับแล,ด่านแม่คำมัน,53210
4592,530901,อุตรดิตถ์,ทองแสนขัน,ผักขวง,53230
4593,530902,อุตรดิตถ์,ทองแสนขัน,บ่อทอง,53230
4594,530903,อุตรดิตถ์,ทองแสนขัน,ป่าคาย,53230
4595,530904,อุตรดิตถ์,ทองแสนขัน,น้ำพี้,53230
4596,540101,แพร่,เมืองแพร่,ในเวียง,54000
4597,540102,แพร่,เมืองแพร่,นาจักร,54000
4598,540103,แพร่,เมืองแพร่,น้ำชำ,54000
4599,540104,แพร่,เมืองแพร่,ป่าแดง,54000
4600,540105,แพร่,เมืองแพร่,ทุ่งโฮ้ง,54000
4601,540106,แพร่,เมืองแพร่,เหมืองหม้อ,54000
4602,540107,แพร่,เมืองแพร่,วังธง,54000
4603,540108,แพร่,เมืองแพร่,แม่หล่าย,54000
4604,540109,แพร่,เมืองแพร่,ห้วยม้า,54000
4605,540110,แพร่,เมืองแพร่,ป่าแมต,54000
4606,540111,แพร่,เมืองแพร่,บ้านถิ่น,54000
4607,540112,แพร่,เมืองแพร่,สวนเขื่อน,54000
4608,540113,แพร่,เมืองแพร่,วังหงษ์,54000
4609,540114,แพร่,เมืองแพร่,แม่คำมี,54000
4610,540115,แพร่,เมืองแพร่,ทุ่งกวาว,54000
4611,540116,แพร่,เมืองแพร่,ท่าข้าม,54000
4612,540117,แพร่,เมืองแพร่,แม่ยม,54000
4613,540118,แพร่,เมืองแพร่,ช่อแฮ,54000
4614,540119,แพร่,เมืองแพร่,ร่องฟอง,54000
4615,540120,แพร่,เมืองแพร่,กาญจนา,54000
4616,540201,แพร่,ร้องกวาง,ร้องกวาง,54140
4617,540204,แพร่,ร้องกวาง,ร้องเข็ม,54140
4618,540205,แพร่,ร้องกวาง,น้ำเลา,54140
4619,540206,แพร่,ร้องกวาง,บ้านเวียง,54140
4620,540207,แพร่,ร้องกวาง,ทุ่งศรี,54140
4621,540208,แพร่,ร้องกวาง,แม่ยางตาล,54140
4622,540209,แพร่,ร้องกวาง,แม่ยางฮ่อ,54140
4623,540210,แพร่,ร้องกวาง,ไผ่โทน,54140
4624,540213,แพร่,ร้องกวาง,ห้วยโรง,54140
4625,540214,แพร่,ร้องกวาง,แม่ทราย,54140
4626,540215,แพร่,ร้องกวาง,แม่ยางร้อง,54140
4627,540301,แพร่,ลอง,ห้วยอ้อ,54150
4628,540302,แพร่,ลอง,บ้านปิน,54150
4629,540303,แพร่,ลอง,ต้าผามอก,54150
4630,540304,แพร่,ลอง,เวียงต้า,54150
4631,540305,แพร่,ลอง,ปากกาง,54150
4632,540306,แพร่,ลอง,หัวทุ่ง,54150
4633,540307,แพร่,ลอง,ทุ่งแล้ง,54150
4634,540308,แพร่,ลอง,บ่อเหล็กลอง,54150
4635,540309,แพร่,ลอง,แม่ปาน,54150
4636,540401,แพร่,สูงเม่น,สูงเม่น,54130
4637,540402,แพร่,สูงเม่น,น้ำชำ,54130
4638,540403,แพร่,สูงเม่น,หัวฝาย,54130
4639,540404,แพร่,สูงเม่น,ดอนมูล,54130
4640,540405,แพร่,สูงเม่น,บ้านเหล่า,54130
4641,540406,แพร่,สูงเม่น,บ้านกวาง,54130
4642,540407,แพร่,สูงเม่น,บ้านปง,54130
4643,540408,แพร่,สูงเม่น,บ้านกาศ,54130
4644,540409,แพร่,สูงเม่น,ร่องกาศ,54130
4645,540410,แพร่,สูงเม่น,สบสาย,54130
4646,540411,แพร่,สูงเม่น,เวียงทอง,54000
4647,540412,แพร่,สูงเม่น,พระหลวง,54130
4648,540501,แพร่,เด่นชัย,เด่นชัย,54110
4649,540502,แพร่,เด่นชัย,แม่จั๊วะ,54110
4650,540503,แพร่,เด่นชัย,ไทรย้อย,54110
4651,540504,แพร่,เด่นชัย,ห้วยไร่,54110
4652,540505,แพร่,เด่นชัย,ปงป่าหวาย,54110
4653,540601,แพร่,สอง,บ้านหนุน,54120
4654,540602,แพร่,สอง,บ้านกลาง,54120
4655,540603,แพร่,สอง,ห้วยหม้าย,54120
4656,540604,แพร่,สอง,เตาปูน,54120
4657,540605,แพร่,สอง,หัวเมือง,54120
4658,540606,แพร่,สอง,สะเอียบ,54120
4659,540607,แพร่,สอง,แดนชุมพล,54120
4660,540608,แพร่,สอง,ทุ่งน้าว,54120
4661,540701,แพร่,วังชิ้น,วังชิ้น,54160
4662,540702,แพร่,วังชิ้น,สรอย,54160
4663,540703,แพร่,วังชิ้น,แม่ป้าก,54160
4664,540704,แพร่,วังชิ้น,นาพูน,54160
4665,540705,แพร่,วังชิ้น,แม่พุง,54160
4666,540706,แพร่,วังชิ้น,ป่าสัก,54160
4667,540707,แพร่,วังชิ้น,แม่เกิ๋ง,54160
4668,540801,แพร่,หนองม่วงไข่,แม่คำมี,54170
4669,540802,แพร่,หนองม่วงไข่,หนองม่วงไข่,54170
4670,540803,แพร่,หนองม่วงไข่,น้ำรัด,54170
4671,540804,แพร่,หนองม่วงไข่,วังหลวง,54170
4672,540805,แพร่,หนองม่วงไข่,ตำหนักธรรม,54170
4673,540806,แพร่,หนองม่วงไข่,ทุ่งแค้ว,54170
4674,550101,น่าน,เมืองน่าน,ในเวียง,55000
4675,550102,น่าน,เมืองน่าน,บ่อ,55000
4676,550103,น่าน,เมืองน่าน,ผาสิงห์,55000
4677,550104,น่าน,เมืองน่าน,ไชยสถาน,55000
4678,550105,น่าน,เมืองน่าน,ถืมตอง,55000
4679,550106,น่าน,เมืองน่าน,เรือง,55000
4680,550107,น่าน,เมืองน่าน,นาซาว,55000
4681,550108,น่าน,เมืองน่าน,ดู่ใต้,55000
4682,550109,น่าน,เมืองน่าน,กองควาย,55000
4683,550116,น่าน,เมืองน่าน,สวก,55000
4684,550117,น่าน,เมืองน่าน,สะเนียน,55000
4685,550202,น่าน,แม่จริม,หนองแดง,55170
4686,550203,น่าน,แม่จริม,หมอเมือง,55170
4687,550204,น่าน,แม่จริม,น้ำพาง,55170
4688,550205,น่าน,แม่จริม,น้ำปาย,55170
4689,550206,น่าน,แม่จริม,แม่จริม,55170
4690,550301,น่าน,บ้านหลวง,บ้านฟ้า,55190
4691,550302,น่าน,บ้านหลวง,ป่าคาหลวง,55190
4692,550303,น่าน,บ้านหลวง,สวด,55190
4693,550304,น่าน,บ้านหลวง,บ้านพี้,55190
4694,550401,น่าน,นาน้อย,นาน้อย,55150
4695,550402,น่าน,นาน้อย,เชียงของ,55150
4696,550403,น่าน,นาน้อย,ศรีษะเกษ,55150
4697,550404,น่าน,นาน้อย,สถาน,55150
4698,550405,น่าน,นาน้อย,สันทะ,55150
4699,550406,น่าน,นาน้อย,บัวใหญ่,55150
4700,550407,น่าน,นาน้อย,น้ำตก,55150
4701,550501,น่าน,ปัว,ปัว,55120
4702,550502,น่าน,ปัว,แงง,55120
4703,550503,น่าน,ปัว,สถาน,55120
4704,550504,น่าน,ปัว,ศิลาแลง,55120
4705,550505,น่าน,ปัว,ศิลาเพชร,55120
4706,550506,น่าน,ปัว,อวน,55120
4707,550509,น่าน,ปัว,ไชยวัฒนา,55120
4708,550510,น่าน,ปัว,เจดีย์ชัย,55120
4709,550511,น่าน,ปัว,ภูคา,55120
4710,550512,น่าน,ปัว,สกาด,55120
4711,550513,น่าน,ปัว,ป่ากลาง,55120
4712,550514,น่าน,ปัว,วรนคร,55120
4713,550601,น่าน,ท่าวังผา,ริม,55140
4714,550602,น่าน,ท่าวังผา,ป่าคา,55140
4715,550603,น่าน,ท่าวังผา,ผาตอ,55140
4716,550604,น่าน,ท่าวังผา,ยม,55140
4717,550605,น่าน,ท่าวังผา,ตาลชุม,55140
4718,550606,น่าน,ท่าวังผา,ศรีภูมิ,55140
4719,550607,น่าน,ท่าวังผา,จอมพระ,55140
4720,550608,น่าน,ท่าวังผา,แสนทอง,55140
4721,550609,น่าน,ท่าวังผา,ท่าวังผา,55140
4722,550610,น่าน,ท่าวังผา,ผาทอง,55140
4723,550701,น่าน,เวียงสา,กลางเวียง,55110
4724,550702,น่าน,เวียงสา,ขึ่ง,55110
4725,550703,น่าน,เวียงสา,ไหล่น่าน,55110
4726,550704,น่าน,เวียงสา,ตาลชุม,55110
4727,550705,น่าน,เวียงสา,นาเหลือง,55110
4728,550706,น่าน,เวียงสา,ส้าน,55110
4729,550707,น่าน,เวียงสา,น้ำมวบ,55110
4730,550708,น่าน,เวียงสา,น้ำปั้ว,55110
4731,550709,น่าน,เวียงสา,ยาบหัวนา,55110
4732,550710,น่าน,เวียงสา,ปงสนุก,55110
4733,550711,น่าน,เวียงสา,อ่ายนาไลย,55110
4734,550712,น่าน,เวียงสา,ส้านนาหนองใหม่,55110
4735,550713,น่าน,เวียงสา,แม่ขะนิง,55110
4736,550714,น่าน,เวียงสา,แม่สาคร,55110
4737,550715,น่าน,เวียงสา,จอมจันทร์,55110
4738,550716,น่าน,เวียงสา,แม่สา,55110
4739,550717,น่าน,เวียงสา,ทุ่งศรีทอง,55110
4740,550801,น่าน,ทุ่งช้าง,ปอน,55130
4741,550802,น่าน,ทุ่งช้าง,งอบ,55130
4742,550803,น่าน,ทุ่งช้าง,และ,55130
4743,550804,น่าน,ทุ่งช้าง,ทุ่งช้าง,55130
4744,550901,น่าน,เชียงกลาง,เชียงกลาง,55160
4745,550902,น่าน,เชียงกลาง,เปือ,55160
4746,550903,น่าน,เชียงกลาง,เชียงคาน,55160
4747,550904,น่าน,เชียงกลาง,พระธาตุ,55160
4748,550908,น่าน,เชียงกลาง,พญาแก้ว,55160
4749,550909,น่าน,เชียงกลาง,พระพุทธบาท,55160
4750,551001,น่าน,นาหมื่น,นาทะนุง,55180
4751,551002,น่าน,นาหมื่น,บ่อแก้ว,55180
4752,551003,น่าน,นาหมื่น,เมืองลี,55180
4753,551004,น่าน,นาหมื่น,ปิงหลวง,55180
4754,551101,น่าน,สันติสุข,ดู่พงษ์,55210
4755,551102,น่าน,สันติสุข,ป่าแลวหลวง,55210
4756,551103,น่าน,สันติสุข,พงษ์,55210
4757,551201,น่าน,บ่อเกลือ,บ่อเกลือเหนือ,55220
4758,551202,น่าน,บ่อเกลือ,บ่อเกลือใต้,55220
4759,551204,น่าน,บ่อเกลือ,ภูฟ้า,55220
4760,551205,น่าน,บ่อเกลือ,ดงพญา,55220
4761,551301,น่าน,สองแคว,นาไร่หลวง,55160
4762,551302,น่าน,สองแคว,ชนแดน,55160
4763,551303,น่าน,สองแคว,ยอด,55160
4764,551401,น่าน,ภูเพียง,ม่วงตึ๊ด,55000
4765,551402,น่าน,ภูเพียง,นาปัง,55000
4766,551403,น่าน,ภูเพียง,น้ำแก่น,55000
4767,551404,น่าน,ภูเพียง,น้ำเกี๋ยน,55000
4768,551405,น่าน,ภูเพียง,เมืองจัง,55000
4769,551406,น่าน,ภูเพียง,ท่าน้าว,55000
4770,551407,น่าน,ภูเพียง,ฝายแก้ว,55000
4771,551501,น่าน,เฉลิมพระเกียรติ,ห้วยโก๋น,55130
4772,551502,น่าน,เฉลิมพระเกียรติ,ขุนน่าน,55130
4773,560101,พะเยา,เมืองพะเยา,เวียง,56000
4774,560102,พะเยา,เมืองพะเยา,แม่ต๋ำ,56000
4775,560104,พะเยา,เมืองพะเยา,แม่นาเรือ,56000
4776,560105,พะเยา,เมืองพะเยา,บ้านตุ่น,56000
4777,560106,พะเยา,เมืองพะเยา,บ้านต๊ำ,56000
4778,560107,พะเยา,เมืองพะเยา,บ้านต๋อม,56000
4779,560108,พะเยา,เมืองพะเยา,แม่ปืม,56000
4780,560110,พะเยา,เมืองพะเยา,แม่กา,56000
